,0,1,2
1688,ずっしりと重みがあって、一粒一粒にアフリカのエネルギーと愛情がこめられていて、暖かみを感じます,らる
1689,2009年12月21日（月）から、韓流スター「リュ・シウォン」さん、「キム・ジョンウン」さんが出演するソウル市観光PR動画「あなたもドラマの主人公になれます」（ショートバージョン：1分40秒、フルバージョン：5分）が、YouTubeで限定配信されます,なる
1690,「InfinitelyyoursSEOUL楽しさ無限大ソウル〜あなたもドラマの主人公になれます〜」をテーマとし、伝統と現代を併せ持った都市景観、ソウル観光名所とソウルが持つ観光インフラ、伝統、歴史、デザイン、施設などを、人気韓流スターが視覚的、聴覚的に伝える事で、観光客に魅力ある観光都市・ソウルを表現しました,なる
1691,■関連リンクYouTubeInfinitelyyoursSEOUL〜あなたもドラマの主人公になれます〜,なる
1692,そんな時にパワーチャージできるスポットとして是非おすすめしたいのが、青森県に流れる日本屈指の景勝地のひとつ、奥入瀬(おいらせ)渓流です,できる
1693,いくつか探しているうちにコツがつかめて、スピーディに見つけられるようになっていきます,つかむ
1694,まずは、副住職が「許すこと」をテーマに「人が仏界に一番近づけるのは“許す”ということ,近づく
1695,さらに、「センスがある」と褒められたことをあかしてくれましたが、ダンス時に流れている音楽の印象が強かったようで、撮影が終わったあとも、「キープキープ、ス〜パ〜キープ」という頭から離れずに眠れないほどだったことも打ち明けてくれました,眠る
1696,形式的なことにとらわれて自分の気持ちに素直になれない女性にオススメです」（小田さん）というか、イケメンに２回も告白されるほど思われてるなんて、うらやましすぎです,なる
1697,要は薬剤師としていかに売上に貢献できるかですね,できる
1698,メニュー全体にいえることですが、ほどよくお肉や卵など動物性のものを使っているので、野菜だけでは物足りない……、という人にも満足できます,いう
1699,「デスクの上に置いたり、ポーチに入れて持ち歩いたりなど、ちょっとした時間に肌をケアできるモバイルビューティアイテムは、今年もさらに充実しそうです,できる
1700,」と思った記事を登録すると、読みたいときにいつでもその記事を呼び出せちゃう便利な機能です,呼び出す
1701,W：そういう意味だとゲームなどは、男女が一緒にできるもっとも手軽な遊びだと思うんですよね,できる
1702,これを機に男女みんなで手軽に楽しめるゲームを始めてみるのもいいかもしれませんね,楽しむ
1703,植松：派手な事っていうのは20代の時に済ませておかないと、30代、40代でおかしな事になっちゃうでしょ,済ます
1704,ランプやキャンドルを利用したり、アロマテラピーの使い方は様々ありますが、ボディに直接塗れるタイプなら同時にケアもできて一石二鳥,塗る
1705,水着売場に足を運んで、“夏美人”になれる一着を見つけてみてください,なる
1706,時間をかけずにしっかりスキンケアができ、忙しい毎日を送るPeachyガールにぴったりです,できる
1707,女子に人気のコスメブランドからチークとリップ両方に使えるアイテムが発売されています,使う
1708,キャンペーン期間中、対象商品のコア・レンジ8品とリザーブ・レンジ5品にもれなく、快適生活研究家田中ケンさんが考案した「オージー・ビーフを使ったアウトドアクッキングレシピ」をオンパック,もる
1709,盛りだくさんな内容の「RINKASLEEPSTAR」で、あなたも梨花さんに近づけるかも,近づく
1710,このフロアを存分に楽しめる、お得なクリスマスステイプランが「スパ＆クリスマス」です,楽しむ
1711,※弊社からお送りした当選連絡メールに対し、返信期限までにご返信いただけなかった場合、当選を無効とさせていただきます,いただく
1712,そんなあなたに今回は、妄想するほどイイ女になれる、人には言えない妄想トレーニング法を公開します,なる
1713,ここを変えるだけで、どんどん夢が叶う人になれるというのです,なる
1714,「歯根虫歯」とは、年齢とともに歯茎が後退することで露出される「歯根」部分にできる虫歯で、「大人虫歯」とも呼ばれます,できる
1715,外部に露出している白い部分ではなく、歯茎に隠れた歯の見えない部分にできるのであまり知られていませんが、放置は厳禁,できる
1716,小原：結婚しても仕事を続けられて、一軒家も近くの公園もいらないからふたりで都会に住めたらいいですね,住む
1717,こんな夫婦、ほんまにいてるんだなと思って羨ましく思いました,いつ
1718,」と思った記事を登録すると、読みたいときにいつでもその記事を呼び出せちゃう便利な機能です,呼び出す
1719,"しかも、2011年のラッキーバッグ（福袋）には全ての袋に500円のショッピングクーポン（5,000円以上のショッピング時にのみ使用可能）がオマケとして入るほか、当たり賞品として各店舗数袋ずつランダムに、1万円のショッピングクーポンや、1年間を通じて21%OFFでショッピングが出来るディスカウントカード、店舗のスタイリストが付添って2時間のプライベートショッピングが楽しめるクーポンなど、普段から身近な「フォーエバー21」をもっとお得に使えるクーポンが惜しげもなく入っています",使う
1720,でもコストは最小限に節約できる,できる
1721,でも、この映画を観終わった後に肩の力が抜けて疲れが取れたような、そんな効果が僕自身にありました,抜く
1722,「魅力を感じる人になかなか会えません」と、好きな人が現れない様です,会う
1723,そして、ドレープの美しいブラックドレスを着用した黒木さんは、ミニ丈になったフロントからセクシーな美脚をのぞかせ、ゴージャスな着こなしを披露し、受賞に関しては「みなさんとこの場に立てていることが幸せで気分が高まっています」とクールな笑顔,立つ
1724,記事をお気に入りに登録できます,できる
1725,※お気に入りフォルダに保存できる記事数に制限はありませんが、元の記事が削除された、期限が切れた等の理由により、見れなくなることがあります,できる
1726,上級女子の姫気分ウェアヒールを履いていると自然と姿勢がよくなるように、姫気分になれる華やかなウェアを身にまとうと、それだけでゴージャスで幸せな気分に,なる
1727,羽織るだけで幸せな気分になれちゃいそうです,なる
1728,近づく夏にむけてダイエットに励んでいる人も多いのでは,むく
1729,毎日のスキンケアで、思わず笑顔になれそうですね,なる
1730,※弊社からお送りした当選連絡メールに対し、返信期限までにご返信いただけなかった場合、当選を無効とさせていただきます,いただく
1731,そこで、春のイベントやパーティなどに使えそうなアイデアレシピを紹介してもらったので、早速友人2人を誘った女子会でビスケットのアレンジに挑戦、みんなで食べてみました,使う
1732,簡単にできちゃうのに、手が込んでいるように見えるから、みんなに料理上手な私をさり気なくアピールできますよね（笑）,できる
1733,2.別のボールで生クリームを軽く角が立つ程度に泡立てる,泡立つ
1734,「KFC2010クリスマスキャンペーン」では、パーティバーレルの他にも、背開きにした国内産若鶏を1羽まるごと焼き上げた「クリスマスパーティロースト」、五穀味鶏にパルメザンチーズときのこをつめてこんがり焼いた「プレミアムローストチキン」の他、2人で楽しめる「ペアパック」などバラエティに富んだラインナップをご用意,つむ
1735,NTTドコモが発表した『結婚する際に妥協できる彼氏の○○ランキング』（2012年3月）は、1位：学歴、2位：ルックス、3位：年齢、4位：センスの悪さ、5位：趣味、という結果になりました,できる
1736,なるほど、どれも恋愛では妥協しづらいことですが、結婚生活となると良い落とし所に思えます,思う
1737,」と思った記事を登録すると、読みたいときにいつでもその記事を呼び出せちゃう便利な機能です,呼び出す
1738,ここを変えるだけで、どんどん夢が叶う人になれるというのです,なる
1739,長さや間を取るのがコツで、所々風が抜ける場所を作ってあげると爽やかな仕上がりにできるんだそうです,できる
1740,第1位：どんなに可愛い女でも「男が絶対に許せないこと」10個【前編】「可愛いは最強,許す
1741,「鉄板」セレブファションが欲しい時にすぐ買えるので、ファッション好きには手放せない存在になりそうですよね,買う
1742,そのため一度チャンスを逃すと二度と気に入った感じの色味に出会えないかも……,出会う
1743,そう考えれば「まわりにイイ男がいない」と嘆くことなく、「もしかしたら今日が出会いの日なのかも」とポジティブな気持ちになれそうです,なる
1744,彼女を見ていると、『恋が上手くいく』『失恋する』なんて結果に一喜一憂するのがつまらないことに思えてきます」（鎌田さん）好きな人とのもどかしい距離,思う
1745,朴さんは、クロエやグッチなど壁一面に並べられたさまざまなブランドの香水をゆっくり見て回りながら３本のボトルをセレクト,並ぶ
1746,朴さんは、クロエやグッチなど壁一面に並べられたさまざまなブランドの香水をゆっくり見て回りながら３本のボトルをセレクト,らる
1747,カウンターに並べて１つひとつ解説してくれます,並ぶ
1748,目の前に並べられた３つのボトルはそれぞれに全く違う個性を放ちながらゲストの持つ多彩な顔を表現しているのだそうです,並ぶ
1749,目の前に並べられた３つのボトルはそれぞれに全く違う個性を放ちながらゲストの持つ多彩な顔を表現しているのだそうです,らる
1750,最後に、より魅力的に香りをまとえるようになるための効果的な付け方や重ね付けのレクチャーも,まとう
1751,さらにホットに展開するストーリーに目が離せない,離す
1752,仕事の疲れが取れない、のどが痛い、美肌のため…など、その日の体調に応じてお茶を選べばきっと心身ともにリラックスできるでしょう,できる
1753,読むだけですぐにハッピーな気分になれちゃうので、自分自身に魔法をかけて、大好きな人に世界一愛される女子を目指してみませんか,なる
1754,韓国では鼻の周りにできた毛穴の黒ずみを「ブラックヘッド」と呼び、多くの韓国コスメブランドがこのブラックヘッドをケアする製品を展開しています,できる
1755,背筋を伸ばして顔を上げて笑顔でいたら、それだけで美人に近づけるはず,近づく
1756,※弊社からお送りした当選連絡メールに対し、返信期限までにご返信いただけなかった場合、当選を無効とさせていただきます,いただく
1757,無理ならクロスした足を膝のほうに近づけます,近づく
1758,実際にやってみないと分からない苦労は、社会に出た人全てに共感できると思います,できる
1759,と思っているうちに深く感情移入できました,できる
1760,これは、20秒に1本売れている勢いなのだとか…,売る
1761,さらに、「エテュードハウス」からは、頭からつま先までマルチに使えてしまう、新感覚のバーム「エニーバーム21」が登場しています,使う
1762,乾燥しているところなら、髪の毛、唇、爪、手、足などどこにでも使え、水分を与えながらバリア機能も果たしてくれるという便利な一品,使う
1763,ショーを見に来られない子どもたちは必見ですよ,来る
1764,塗るボトックと呼ばれ、表情ジワに効果が期待できる画期的な成分アルジレリンと、みずみずしいお肌には欠かせないヒアルロン酸、ふっくらとしたハリのあるお肌に嬉しいエラスチンがたっぷりと濃縮配合されているから、アンチエイジングケアには最強のアイテムです,できる
1765,ちょっと疲れた時なんかには、食べた後に幸せになれる素材にこだわったおいしい料理で自分を癒すのも良いですね,なる
1766,「今、私たちにできることをしていきたい」と上映中止するか悩んだ上での決断,できる
1767,リアルで臨場感あるれる映像が、まるで会場にいるかのように体感することができるので、当日会場になかなか行けないファンも楽しめそうですね,行く
1768,月の放つ明るく澄んだ光感を演出するメイクで心までも浄化し、大人の凛とした表情に上品な華やかさを添えてくれる,添う
1769,小説家になる夢に破れた29歳のOLジュリーは、人生を変えるためにある無謀な計画を立てる,破る
1770,傘をさしているだけでも元気な気分になれそうですね,なる
1771,昼間の海水浴もさることながら、大人なガールを楽しませてくれるのが、夜に楽しめる海の家,楽しむ
1772,飲み会帰りのカラオケで思わぬ人気者になれちゃうチャンスかも,なる
1773,高い音になるほど、縦に開けることを意識しましょう,開く
1774,ストレスを解消しつつ、小顔の声美人になれる…,なる
1775,しかも、悩む皆さんは、自分の良さを表面に出せていないだけなので、トレーニングを一回受けただけで突然変わります,出す
1776,タンスに眠らせていたショートパンツを取り出して、「今年こそ、大人可愛く“美脚ナマ脚×ショートパンツ”を着こなしたい,眠らす
1777,でも、少し意識を変えるだけでも、脚の見え方はがらりと変わるんですよ」（中村先生）今すぐに変身できるなら、これからの薄着の季節にも間に合うかも,できる
1778,”with”をテーマに、家族や友人、同僚、恋人などと一緒に楽しめる世界観を演出する,楽しむ
1779,いわゆる集団お見合いで、いろんな人とトークしたのち、親しくなりたい人の番号を書いて、一致すればカップルになれるという、アレです,なる
1780,"旅行台湾・感動100キャンペーン台湾観光局では見て、食べて、感じて、触て、訪れるたびに新たな発見と100%の感動に出会える台湾を思い切り楽しんでいただくため、台湾特産物引換券や故宮博物院の無料参観券ほか、台湾を旅行される皆様に向けたお得な""旅行台湾・感動100プレゼント""キャンペーンを実施中です",出会う
1781,トリンドル玲奈さんのスウィートなコーディネートは、着ているだけでHAPPYになれそうですね,なる
1782,これらの香料の組み合わせで、ベルコラーデ製品の持つ香りが人工的に再現できるというわけです,できる
1783,※弊社からお送りした当選連絡メールに対し、返信期限までにご返信いただけなかった場合、当選を無効とさせていただきます,いただく
1784,使わせてもらおう（笑）」楽しいアウトドアレジャーの思い出を残したくても、カメラが心配で一緒に遊べなかったら寂しいですね,遊ぶ
1785,グランプリ受賞者は、ジェットスター航空のスタークラスで行くオーストラリア4泊6日の旅に招待され、現地でイメージキャラクターを務めるベッキーに会える他、ジェットスターの広告に出演する機会も与えられます,会う
1786,また、5000円以上の商品を購入すると抽選会に参加できる、オープン記念キャンペーンを9月25日まで実施中,できる
1787,さらに、同プランをご利用のお客様には、世界のインターコンチネンタルに3泊無料宿泊できるポイントが当たるチャンスも,できる
1788,続けるうちに自然と体のラインが変わり、筋肉質でもなく、ガリガリでもない、ぷりっとしたヒップやハリのあるバストも備わった魅力的な体になれるはずです」（アンドウ先生）色気のある動きをモノにすれば、女としての自信もアップすること間違いなし,なる
1789,刀マッサージシメは「先天世界刀療協會」で、陰陽2つの強い磁波を刀の中に取り入れたという、絶対に切れない特殊処理の刀を使った、一風変わったマッサージ,切る
1790,"旅行台湾・感動100キャンペーン台湾観光局では見て、食べて、感じて、触て、訪れるたびに新たな発見と100%の感動に出会える台湾を思い切り楽しんでいただくため、台湾特産物引換券や故宮博物院の無料参観券ほか、台湾を旅行される皆様に向けたお得な""旅行台湾・感動100プレゼント""キャンペーンを実施中です",出会う
1791,こんなにかわいい便せんで手紙をもらったら、それだけで幸せな気分になれそう,なる
1792,あまり自分から男性にアタックできないので、誠実な一途な感じを見せられたら嬉しくなるかなと思います,できる
1793,※お気に入りフォルダに保存できる記事数に制限はありませんが、元の記事が削除された、期限が切れた等の理由により、見れなくなることがあります,できる
1794,※弊社からお送りした当選連絡メールに対し、返信期限までにご返信いただけなかった場合、当選を無効とさせていただきます,いただく
1795,そこでおすすめなのが、ハンドルに固定できるタイプの軽くて便利なバッグです,できる
1796,もっと不幸になる道を選び取ろうとしていたのですね」と、事前に回避できた事態にホッとした様子でした,できる
1797,--“ふんわりまろやか”な気分になれますね,なる
1798,これは、「エコポイント」や「地デジ化」といったトレンドが背景にうかがえますね,うかがう
1799,その理由としては、「経済力のない人だと、将来に希望がもてないから,もつ
1800,占いは高校生のときに原宿に行った以来で、緊張していた私ですが、先生の明るい声にふっと肩の力が抜けました,抜く
1801,仕事をしっかりやって自分に自信が持てた時期に、素敵な男性が現れる暗示が出ているのだとか,持つ
1802,「一生懸命やっているつもりなのに、全然うまくいかない」「どうしたら、もっと魅力的な自分になれるのかな,なる
1803,」と思った記事を登録すると、読みたいときにいつでもその記事を呼び出せちゃう便利な機能です,呼び出す
1804,第2位：どんなに可愛い女でも「男が絶対に許せないこと」10個【前編】「可愛いは最強,許す
1805,第3位：この夏とびっきりいいオンナになれる恋愛テクニックまとめ「気になる彼との仲を進展させたい」「すてきな男性と恋のチャンスを増やしたい」「大好きな彼ともっと愛を確かめたい,なる
1806,その事実は永遠に消せないし、申し訳ないという気持ちをずっと背負っていくし、絶対に許されることではありませんから」とも続けています,消す
1807,※弊社からお送りした当選連絡メールに対し、返信期限までにご返信いただけなかった場合、当選を無効とさせていただきます,いただく
1808,また、プレゼントを選ぶ際に重視する要素としては、男女ともに「日常的に使える、実用的である」ことと、「キレイになれる・カッコよくなれる」こと,使う
1809,男女ともに「重視したい・重視して欲しい」ポイントとして「日常的に使えるもの」が1位という結果は、まさに今の時代を反映していると言えます」といったように、エコの観点からもプレゼントを考える時代と言えそうですね,使う
1810,ドリームクルーザーでのお出迎えにはじまり、東京ディズニーシー・ホテルミラコスタの最上階のスイートルームでのご宿泊、開園前の東京ディズニーシーの貸し切りなど、これまでにない贅沢な東京ディズニーリゾートが体験できるのです,できる
1811,——ちなみに、男性は仕事が安定しないと結婚に踏み切れないものなのでしょうか,踏み切る
1812,韓流スターのような美肌男になれるかもしれない、韓国のメンズコスメを3点ご紹介します,なる
1813,バッグの中身がPCや仕事の資料などのビジネスグッズでパンパンになっている彼に、日常的に使えて、自分では買わないけど上質なものが欲しいという男性の本音を満たすケンジイケダのバッグ,使う
1814,そこでは、一年半くらいお世話になりましたが、休暇でイギリスに行った際、10年後にお電話いただければいいな…みたいな感じで、憧れだったBBCにメールを送りました,いただく
1815,「デフレだ」と言われても、自分が買いたい靴の値段は下がった覚えはありませんと思いながら、自分の生活に繋げて調べるようになってようやく面白くなりました,繋ぐ
1816,その女子たちの口コミで、“美味しいもつ料理で美肌になれる”と、密かな人気店となっているのが、「もつDiningうまか門水道橋店」です,なる
1817,私は、お相手の職業を、自分のお仕事で学びたい分野でもある「広報・宣伝・マーケティング」とし、スポーツを一緒に楽しめる人だと嬉しいので、グループイメージは「スポーツ得意」にチェックを入れてみました,楽しむ
1818,恋愛をお休みしていた女子も、煮え切らない恋愛をしている女子も、今こそ“長すぎる春”にオサラバできるチャンスではないでしょうか,できる
1819,クリス・ペプラーさんと、黒いミニのドレスに総額1.5億円の世界最高峰のマニュファクチュール「オーデマピゲ」のイヤリングとリストウォッチを身に着けたマリエさんが登壇すると、まばゆいジュエリーの輝きと、それに負けないマリエさんの美しさに、会場からは感嘆のため息が,着く
1820,会場にはアカデミー賞にちなんだレッドカーペットが用意され、その上を歩いた感想を聞かれると、クリス・ペプラーさんは、「絶世の美女と一緒に歩けてワクワク、ウキウキした」と語り、マリエさんは「すごく緊張したがきちんとしたドレスコードでレッドカーペットを歩き、気持ちが引き締まった」と語りました,歩く
1821,※弊社からお送りした当選連絡メールに対し、返信期限までにご返信いただけなかった場合、当選を無効とさせていただきます,いただく
1822,また、香川は「日本代表で戦うということはすごい覚悟が必要なんだと改めて感じたし、ドルトムントでは全てが恵まれた、支えられた環境でサッカーに集中できていたんですけど、日本では本当にいきなり集まってのチームですから、その中で色んなプレッシャーがあったり,できる
1823,12日には、完全アウェーの韓国戦でも、押し気味に試合を進め、スコアレスドローながらも、日本中のサッカーファンに期待を抱かせる上々の初陣となった,進む
1824,まだまだ人間として、もちろん騎手としても未熟者ですし、学ぶべきことは山ほどあります」、「一部で報じられた今後のことについて、今は具体的にお話できるようなことは決まっていません」とも明かしており、結婚報道自体は否定した,できる
1825,新規開拓を図れるほど競馬とバラエティが上手く融合されておらず、コアな競馬ファンにアピールできる情報も乏しい,できる
1826,同調査に見解を添える、埼玉学園大学准教授・布村育子さんは『女子に、より大きくみられる傾向であると言える,添う
1827,同時通訳により、ワンバックは「今日は被災地に行けるということ,行く
1828,そして何らかの心、気持ちを明るくすることに貢献できればと思います」といい、ソロも「もっとできることがあればと思うんですが、インスピレーションを若い人たち、子供たちに与えたいと思います」と語った,できる
1829,その他にも、世界との差を縮めることには「日本だけじゃなくて、世界のどの国にとっても難しいことだと思いますし、今回大会通して自分達にできることも確実に証明できた,できる
1830,ヘキサゴンブームにより、人気に陰りがみえていたといわれる里田,みう
1831,ずっと泣いていたんですけど、あまり周りの声というのは入ってこなくて、自分の世界というか、周りは気にできなかったですね,できる
1832,そのため、いつの間にか二人の前に行列ができていることも,できる
1833,というのもチームが世界一になれば、世界一のサイドバックになれるわけでもないし、誰かが投票する訳でもない,なる
1834,「パートナー」として組むには、実績ともに申し分ないチームだといえる,いう
1835,22日、青森県勢として42年ぶりに決勝へと駒を進めた光星学院の野球部員3名が、昨年末に飲酒をしたとして同校が処分を発表したのだ,進む
1836,すでに該当するブログは削除されているものの、ネットで世界中に情報を発信できる現代、甲子園出場校の選手達が飲酒した事実を堂々と明かしたり、具体的な球団名とともに商品提供を受けたことを書き込むなど——、（後者が事実であれば、むしろ球団側に非を問うことになるが）高野連は野球以前に球児達の情報リテラシー教育から取り組む必要があるといえよう,できる
1837,それでも「チームを引っ張るという責任が芽生えたというか、長谷部さんとか（川島）永嗣さんとかも、すごくチームを引っ張ってくれていますし、自分も五輪でそういう存在になれた一番いい」と話し、「今年は人の見る目も違いますし、去年より成長した姿を見せないと終わっちゃうのかなと思います,なる
1838,彼がしっかり野球に集中出来るよう妻として支えになれたらと思います」と語っている,なる
1839,ダルビッシュにとっては、離婚問題を渡米前に片付けたいというのが本音だろう,片付く
1840,■遠藤保仁関連リンク・遠藤、11年間で3度しか失敗していないPKの極意語った・遠藤語るフリーキック「一つの駆け引き」・アジアカップ2011日本代表総括：「いまこそ結果には目を瞑れ」・サッカー新名言：「ヤット、お前その腹でベスト4に行けるのか,行く
1841,実際、この記者会見に対するインターネット上のファンの声は辛辣なもので、「10点ですめばいいねｗ」「またのらりくらりと6回被安打10で3失点か」「野手の気持ちも考えて発言しろよw」「スタートダッシュってのは、大事なんだけどな」「打線に11点とれよ、ってこと,とる
1842,江川：今年は日本一になれると思っていた,なる
1843,佐々木監督から寄せられた質問は「2年前に彼氏ができて、プレー面でも凄くよくなったように感じました,できる
1844,今後は、斎藤に強引な取材をしようものなら、イチローの取材ができなくなるという無言の圧力もあるというから、斎藤にとっては野球に専念できる環境を掴んだということになるのか,できる
1845,ないっす（笑）」（北島）、「私は2ヶ月間、ヨーロッパに合宿に出ていて、まだ日本に帰れていないので、まずは何も考えなくていい時間と、帰ったらお寿司が食べたいなと思います」（寺川）、「私は大学4年生なので、最後のインカレということで、はやく大学のほうに帰って水泳部のみんなに会いたいです」（鈴木）、「僕は焼肉が食べたいです」（入江）、「ゆっくりしたいのと、おいしいものをいっぱい食べたいなと思います」（藤井）、「私もゆっくりすることと、おいしいものを食べたい」（上田）、「私もおいしいものを沢山食べたいんですけど、2ヶ月間海外で痛んでしまった髪の毛を綺麗にしたいです」（加藤）と、それぞれが語った,帰る
1846,打者有利カウントで強振しにいける時が少ない,いく
1847,新たなパートナーを得た細貝、今後の躍進に益々期待が持てそうだ,持つ
1848,自分で言っちゃった」と笑顔で語った川澄は、「下手くそだし、センスないから、一生懸命頑張ってやらないとあの場に立てないと思ってやってたから、きっとああいう場に立てたと思います」と、その信念の強さをうかがわせた,立つ
1849,自分で言っちゃった」と笑顔で語った川澄は、「下手くそだし、センスないから、一生懸命頑張ってやらないとあの場に立てないと思ってやってたから、きっとああいう場に立てたと思います」と、その信念の強さをうかがわせた,立つ
1850,この状況が続く限り、フランス戦に参加できるかは不透明といえそうだ,できる
1851,「新戦力発掘しないでどうすんだよ」「宇佐美は五輪のほうに呼べよ」「ジーコ解任デモやった奴、出番だぞ」「もう仮病使えよ」「ドルトムントは招集文書破り捨ててOK」といった、海外組の招集に反対する声が高まった一方で、「ここで呼ばなきゃ、6月の最終予選にぶっつけ本番だぞ」「海外組がいるのといないのとじゃスポンサー料が全然違うからな」「いやこれくらいこなせるだろwお前ら過保護w」といった意見も散見された,呼ぶ
1852,そういうバッターを内野ゴロに打ち取れたっていう、一つの引き出しを開けた」と続けた斎藤,打ち取る
1853,今考えても、そんなにハッキリした答えは出てないんですけど、一種目目の鉄棒で失敗しているので、それで流れに乗れなかったのかなっていうのはあります」と答えた,乗る
1854,今夏に右足甲の疲労骨折をした影響で、今回のグランプリシリーズ第1戦に向けては満足に練習できなかった,できる
1855,キラキラした舞台で試合できるのが楽しみです」・絹川愛（陸上）「まともな生活が送れるのかって悩んだ時期もあったし、あとは、競技者にもう一回復活できるのかって悩んだこともあったし、走れることとか、また世界に挑戦できることが本当に幸せです,できる
1856,キラキラした舞台で試合できるのが楽しみです」・絹川愛（陸上）「まともな生活が送れるのかって悩んだ時期もあったし、あとは、競技者にもう一回復活できるのかって悩んだこともあったし、走れることとか、また世界に挑戦できることが本当に幸せです,できる
1857,みんなでブラジルW杯に行けたらいいね,行く
1858,本日7日（火）発売の「週刊アサヒ芸能」（12.16号）は、『紗栄子離婚協議中に漏れてきた巨人・藤井の「猛攻」「メールを1日20通も送られていた」』として、紗栄子に急接近する「新たな男」の存在を伝えた,漏る
1859,7日、横浜・日産スタジアムでは、キリンカップサッカー2011＝日本代表×チェコ代表の一戦が行われたが、試合は、前回のペルー戦同様、決定機をものにできず、2試合連続の0-0で引き分けとなった,できる
1860,いかにスペースにボールを運んでトップスピードになれるか,なる
1861,そういった意味でダルビッシュ投手はあの時にそれができたと思うんですけど、実はダルビッシュ投手、日本で投げている時、ピンチの時もそういう投球ができたんです」と詳細を語った,できる
1862,そこにリスクマネジメントができているかどうかってところだと思うんですよ」と解説する中山は、岡崎が決定的な場面でシュートを外したことにも言及し、「僕にもそういう経験がありますから,できる
1863,「カッチャンのこと知ってる野球ファンも楽しみにしていると思いますし、その期待を背負って戦うのは簡単なことではない、難しいことだと思いますけど、カッチャンならやれると思います」という松坂に、上原は「そういう舞台に立てる人って少ないと思うので、思い切ってやってほしいな,立つ
1864,ｗｗ」「これはスカパーのCMにそのまま使えるレベルｗ」「彼をNHKで観たのはこれが最後であった…」と反応,使う
1865,ですねRT@fsntweet:NHKのサッカー中継で放送事故発生-http://t.co/OwsYxwHwこれはスカパーのCMにそのまま使えるレベルｗと反応するなど、NHKにはなんともバツの悪い事態になってしまった,使う
1866,リエゾン草津フットボールクラブが前身となる同チームは、所属選手が草津にある温泉施設で働きながらサッカーに打ち込めるという環境を構築、2002年には、ラテン語の「癒す」を語源とし「温泉施設」という言葉として用いられる「スパ（Spa）」をとって、「ザ・スパー（Thespa）」→「ザスパ草津」をチーム名とした,打ち込む
1867,そこにできたスペースを藤本がうまく使うんです,できる
1868,街中でもスタジアムでも、サポーターに残ってくれ、残ってくれって言われると、選手としてはすごい嬉しいし、自分としても、こういうサポーターのためにプレーできたら幸せ」と語るも、「ヨーロッパという舞台で活躍すればするほど、例えば、自分が移籍しても、僕自身、ここでプレーしたことが誇りになるし、サポーターにとっても応援した甲斐があったと思う,できる
1869,「予想もしてなかった4勝もして、よいシーズンを送っているがまだ途中」と気を引き締める宮里は、「今シーズンは一打一打に集中できている」といいながらも、「歩いている時はリラックスできてる」ようで、メンタル面のコントロールがショットの正確性を向上させた理由であるとした,できる
1870,圧倒的な強さで世界のバレーボール界にその名を轟かせた,轟かす
1871,一部では、猫ひろしの五輪代表辞退を求める声もあるが、国政に絡んだ報酬や、政治的な理由のため、帰化をする選手は増加の一途をたどり、もはや一元的に語れる問題ではなくなっている現状、選手の視点から率直な見解を述べた,語る
1872,「やっと、キム・ヨナ選手にSPで少し追いつけたかなという感じがします」,追いつく
1873,12日には、完全アウェーの韓国戦でも、押し気味に試合を進め、スコアレスドローながらも上々の内容で終えた,進む
1874,来月3日より、オーストラリア、イラクなど強豪国を相手に幕を開けるW杯アジア最終予選に臨むサッカー日本代表,開く
1875,サイドからしっかりと良いボール上げれば、アジアでマイクになかなか勝てるっていうプレーヤーはいないと思うので」とも話した,勝つ
1876,「今、子供もいて、時間的にもなかなか映画館に行けないと,行く
1877,また、「前日の夜はすごい調子がよくて、梅津トレーナーにもいいよって言われてたんですけど、当日になって、夜のコンディションをすぐにアップの時に出せなかったので焦ったんです,出す
1878,オリンピックって特別な場所だなって思うし、一回水から離れてもう一回オリンピックに出て勝負ができるっていうのも夢のような話だし、生きてる半分はオリンピックの中で生きてる訳ですから、そこで色々考えて、思って、成長できているし、環境の変化だったりとか、試練も乗り越えてきたと思うから」と一気にまくしたてた北島は、新たな境地のもとロンドン五輪に臨む,できる
1879,ファンにとっては残念な一報となったが、それ以上にショッキングといえたのが、朝日新聞が掲載した「響いたファンの一言」という記事だ,いう
1880,ザッケローニによると、選手選考で重要視するポイントは幾つかあり、「才能」「コンディション」「チームのためにプレーできること」などが挙げられるという,できる
1881,若くしてボルトンで頭角をあらわした宮市の才能に疑いはなく、長距離移動でのコンディション低下は懸念されるものの、「チームのためにプレーできる」ことは今回の招集で確信できたようだ,できる
1882,来月にはプロテストを控えており、今後の目標を訊かれると「これから力つけて、いつか一番になれるようにという気持ちですね」と意気込んだ,なる
1883,」のカメラには、「まともな生活が送れるのかって悩んだ時期もあったし、あとは、競技者にもう一回復活できるのかって悩んだこともあったし、走れることとか、また世界に挑戦できることが本当に幸せです」と語った絹川,できる
1884,」のカメラには、「まともな生活が送れるのかって悩んだ時期もあったし、あとは、競技者にもう一回復活できるのかって悩んだこともあったし、走れることとか、また世界に挑戦できることが本当に幸せです」と語った絹川,できる
1885,世界タイトルを防衛するにふさわしい相手と言えるか、疑問が浮かぶところだ,言う
1886,"""全レース全力""を掲げる新人騎手が、名実ともに""皇成以上""になれる日を楽しみに待ちたい",なる
1887,まあ、早めるってことはないけど、後ろにずらせるなら、相手に合わせる,ずらす
1888,ファンが観たい、望んでいるものに近付けるのが我々の仕事」と力強く語った,近付く
